MOVIE_NUM,movie_title,ott_release_month,title_key_norm,metadata_source,metadata_quality,use_for_content_features,source_wavve_flag,source_kobis_flag,source_movie5171_flag,used_movie5171_auxiliary_flag,primary_metadata_covered_flag,metadata_covered_flag,wavve_match_count,kobis_match_count,movie5171_match_count,wavve_movieids,kobis_movie_codes,movie5171_titles,wavve_titles,kobis_titles,kobis_titles_en,kobis_type_names,kobis_selected_movie_code,kobis_selected_title,kobis_selected_title_en,kobis_selected_type,kobis_selected_directors,kobis_selected_actors,title_year_hint,kobis_title_similarity,kobis_year_diff_min,kobis_year_match_flag,kobis_low_confidence_reasons,wavve_genre_raw,kobis_genre_raw,kobis_selected_genre_raw,movie5171_genre_raw,unified_genres,wavve_tags_raw,wavve_country_raw,kobis_country_raw,kobis_selected_country_raw,movie5171_country_raw,unified_countries,wavve_age_rating_norm,kobis_age_rating_norm,kobis_selected_age_rating_norm,unified_age_rating,wavve_runtime_min,kobis_runtime_min,kobis_selected_runtime_min,movie5171_runtime_min,unified_runtime_min,wavve_release_year,kobis_release_year,kobis_open_year,kobis_selected_release_year,kobis_selected_open_year,unified_release_year,is_kids_animation,is_family_content,is_adult_content,is_korean_content,is_us_content,is_japanese_content,is_recent_content,is_old_content,is_long_movie,is_short_content
2406,맘마미아,201303,맘마미아,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,맘마미아,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,코미디|로맨스|유럽에서 제작,코미디|로맨스|기타,,,,,미국|독일|영국,미국|독일|영국,,,,,,,,108.0,108.0,,,,,,,0,0,0,0,1,0,0,0,0,0
2407,위,202006,위,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2408,다운시커,202001,다운시커,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_C3001_C300000012148,,다운시커,다운시커,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,SF|판타지,,,SF|액션|판타지,SF/판타지,SF,미국,,,미국,미국,15세,,,15세,82.3,,,82.0,82.3,2020,,,,,2020,0,0,0,0,1,0,1,0,0,0
2409,호스텔:데스게임,202012,호스텔데스게임,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2410,위드,201701,위드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2411,위기의베를린,201304,위기의베를린,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2412,에일리언:지구침공의날,201905,에일리언지구침공의날,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2413,역도산,201303,역도산,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2414,카잔자키스,202002,카잔자키스,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20190009,카잔자키스,,카잔자키스,Kazantzakis,장편,20190009,카잔자키스,Kazantzakis,장편,,오디세즈 파파스필리오풀로스,,1.0000,,,,,드라마,드라마,다큐멘터리,드라마,,,기타,기타,,기타,,12세,12세,12세,,121.0,121.0,85.0,121.0,,2018,2020,2018,2020,2018,0,1,0,0,0,0,1,0,1,0
2415,브레이브원(2007),201910,브레이브원(2007),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2007,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2416,해커스게임,202003,해커스게임,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20204559,해커스게임,,해커스게임,reborn,장편,20204559,해커스게임,reborn,장편,,봉소악|샤오 리 위엔|야마시타 토모히사,,1.0000,,,missing_age_rating,,액션|코미디|범죄,액션|코미디|범죄,다큐멘터리,액션|스릴러/범죄|코미디,,,중국|말레이시아,중국|말레이시아,,중국|말레이시아,,,,,,99.0,99.0,85.0,99.0,,2018,,2018,,2018,0,0,0,0,0,0,1,0,0,0
2417,델라모테델라모레,202004,델라모테델라모레,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2418,나이트플라이어(1997),202004,나이트플라이어(1997),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1997,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2419,신문기자,201911,신문기자,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_JA01_JA0000000869,,신문기자,신문기자,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|스릴러,,,드라마,드라마|스릴러/범죄,드라마|스릴러,일본,,,일본,일본,12세,,,12세,113.8,,,113.0,113.8,2019,,,,,2019,0,1,0,0,0,1,1,0,0,0
2420,럭키,201902,럭키,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2421,말리와나2(2011),201904,말리와나2(2011),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2011,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2422,토르:라그나로크,201801,토르라그나로크,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_CA01_DY0000011421|MV_CA01_DY0000011422,,토르:라그나로크,(자막) 토르: 라그나로크|(더빙) 토르: 라그나로크,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,SF|판타지|모험,,,코미디|SF|액션|판타지,SF/판타지|모험/어드벤처,판타지|모험|SF,미국,,,미국,미국,12세,,,12세,130.6,,,130.0,130.6,2017,,,,,2017,0,1,0,0,1,0,0,0,1,0
2423,도니브래스코,201302,도니브래스코,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2424,게이트키퍼:또다른세계,201912,게이트키퍼또다른세계,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2425,세크리테어리엇,201410,세크리테어리엇,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2426,살인의추억,201906,살인의추억,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_EN01_EN000000027,,살인의추억,살인의 추억,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,미스터리|코미디|범죄|드라마|스릴러,,,스릴러|범죄|드라마,드라마|스릴러/범죄|코미디,미스터리|코미디|범죄|드라마|스릴러,대한민국,,,대한민국,한국,15세,,,15세,129.6,,,131.0,129.6,2003,,,,,2003,0,0,0,1,0,0,0,1,1,0
2427,용루각:비정도시,202012,용루각비정도시,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2429,우산속의세여자,201311,우산속의세여자,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2430,빅토리아&압둘,201711,빅토리아압둘,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2431,역모:반란의시대,201712,역모반란의시대,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_EN01_EN000000125,,역모:반란의시대,역모: 반란의 시대,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,액션,,,드라마|역사|액션,액션,액션,대한민국,,,대한민국,한국,15세,,,15세,102.3,,,103.0,102.3,2017,,,,,2017,0,0,0,1,0,0,0,0,0,0
2432,크래쉬번러브,202103,크래쉬번러브,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2433,핫룸메이트,202002,핫룸메이트,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2434,은실이,202003,은실이,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20112861,은실이,,은실이,The Dearest,장편,20112861,은실이,The Dearest,장편,박세희|김선아,곽지훈,,1.0000,,,,,애니메이션,애니메이션,드라마,애니메이션/키즈,,,한국,한국,대한민국,한국,,청불,청불,청불,,72.0,72.0,57.0,72.0,,2011,2012,2011,2012,2011,1,1,1,1,0,0,0,0,0,0
2435,예수보다낯선,201904,예수보다낯선,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2436,반지의제왕2:두개의탑,201701,반지의제왕2두개의탑,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,반지의제왕2:두개의탑,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,액션|판타지|드라마,드라마|액션|SF/판타지,,,,,미국|뉴질랜드,미국|뉴질랜드,,,,,,,,179.0,179.0,,,,,,,0,0,0,0,1,0,0,0,1,0
2437,브라더스(2009),201810,브라더스(2009),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2009,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2438,더킹,201702,더킹,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,더킹,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,범죄|액션|다큐멘터리|드라마,드라마|액션|스릴러/범죄|다큐/교양,,,,,대한민국,한국,,,,,,,,134.0,134.0,,,,,,,0,0,0,1,0,0,0,0,1,0
2439,킬미달링,201612,킬미달링,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2440,미궁의살인사건제1부,201311,미궁의살인사건제1부,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2442,쿵푸파이터,201907,쿵푸파이터,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2443,함께있을수있다면,202101,함께있을수있다면,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_C3001_C300000012421,,함께있을수있다면,함께 있을 수 있다면,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|로맨스,,,드라마|유럽에서 제작|로맨스,드라마|로맨스,드라마|로맨스,프랑스,,,프랑스,프랑스,12세,,,12세,96.7,,,97.0,96.7,2020,,,,,2020,0,1,0,0,0,0,1,0,0,0
2444,네발의크리스마스,201909,네발의크리스마스,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2445,리벤지:피의보복,201705,리벤지피의보복,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2446,작업남녀,201712,작업남녀,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2447,사이드웨이,201709,사이드웨이,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20050023,사이드웨이,,사이드웨이,Sideways,장편,20050023,사이드웨이,Sideways,장편,알렉산더 페인,폴 지아마티|토마스 헤이든 처치,,1.0000,,,,,드라마|어드벤처|코미디,드라마|어드벤처|코미디,코미디|드라마|로맨스,드라마|코미디|모험/어드벤처,,,미국,미국,미국,미국,,청불,청불,청불,,123.0,123.0,126.0,123.0,,2004,2005,2004,2005,2004,0,0,1,0,1,0,0,1,1,0
2448,야쿠자-악의극치,201410,야쿠자악의극치,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2449,토니탱고,201902,토니탱고,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2450,김씨표류기,201302,김씨표류기,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_EN01_EN000000170,,김씨표류기,김씨 표류기,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마,,,로맨스|드라마|코미디,드라마,드라마,대한민국,,,대한민국,한국,12세,,,12세,116.4,,,119.0,116.4,2009,,,,,2009,0,1,0,1,0,0,0,1,0,0
2451,블러디,201804,블러디,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2452,스워드피쉬(2001),202001,스워드피쉬(2001),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CD01_WR0000011391,,스워드피쉬(2001),스워드피쉬,,,,,,,,,,2001,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,범죄|액션|스릴러,,,스릴러|액션|범죄,액션|스릴러/범죄,범죄|액션|스릴러,미국,,,미국,미국,청불,,,청불,99.2,,,96.0,99.2,2001,,,,,2001,0,0,1,0,1,0,0,1,0,0
2453,진주만습격,201905,진주만습격,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2454,OCEAN가입하기,202009,ocean가입하기,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,OCEAN가입하기,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,다큐멘터리,다큐/교양,,,,,,,,,,,,,,85.0,85.0,,,,,,,0,0,0,0,0,0,0,0,0,0
2455,아무도모른다(2004),201702,아무도모른다(2004),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CX01_CX0000011214,,아무도모른다(2004),아무도 모른다,,,,,,,,,,2004,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,드라마,,,드라마|범죄|스릴러,드라마,드라마,일본,,,대한민국,일본,전체,,,전체,141.0,,,43.0,141.0,2005,,,,,2005,0,1,0,0,0,1,0,1,1,0
2457,가비(2012),201803,가비(2012),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_RT01_RT000000178,,가비(2012),가비,,,,,,,,,,2012,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,드라마|미스터리,,,드라마|역사,드라마|스릴러/범죄,드라마|미스터리,대한민국,,,대한민국,한국,15세,,,15세,116.2,,,115.0,116.2,2012,,,,,2012,0,0,0,1,0,0,0,0,0,0
2458,디데이(1956),201905,디데이(1956),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1956,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2459,아메리칸초밥왕,201703,아메리칸초밥왕,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20163370,아메리칸초밥왕,,아메리칸 초밥왕,East Side Sushi,장편,20163370,아메리칸 초밥왕,East Side Sushi,장편,안소니 루세로,레인 니시카와,,1.0000,,,,,드라마,드라마,드라마|코미디|가족,드라마,,,미국,미국,미국,미국,,전체,전체,전체,,106.0,106.0,100.0,106.0,,2015,2017,2015,2017,2015,0,1,0,0,1,0,0,0,0,0
2460,두근두근(2017),201708,두근두근(2017),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CK01_TCO000011900,,두근두근(2017),두근두근,,,,,,,,,,2017,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,에로티시즘,,,드라마,기타,에로티시즘,대한민국,,,대한민국,한국,청불,,,청불,80.7,,,117.0,80.7,2017,,,,,2017,0,0,1,1,0,0,0,0,0,0
2461,레고무비,201503,레고무비,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_CD01_WR0000011289|MV_CD01_WR0000011487,,레고무비,(자막) 레고 무비|(더빙) 레고 무비,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,모험|액션|애니메이션,,,코미디|가족|판타지|SF|애니메이션|유럽에서 제작,액션|모험/어드벤처|애니메이션/키즈,모험|액션|애니메이션,미국,,,캐나다|덴마크|미국,미국,전체,,,전체,100.6,,,107.0,100.6,2014,,,,,2014,1,1,0,0,1,0,0,0,0,0
2462,빅대디(1999),201902,빅대디(1999),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_AN01_AN0000000110|MV_CF01_SY0000011272,,빅대디(1999),빅 대디 (1997)|빅 대디 (1999),,,,,,,,,,1999,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,코미디,,,드라마|코미디|유럽에서 제작,코미디,코미디,홍콩|미국,,,미국,홍콩|미국,15세|12세,,,15세|12세,100.1,,,93.0,100.1,1998,,,,,1998,0,0,0,0,1,0,0,1,0,0
2463,쥬라기펫의모험,201912,쥬라기펫의모험,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2464,신유성호접검,201301,신유성호접검,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2465,펄프픽션,201403,펄프픽션,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20232909,펄프픽션,,펄프픽션,,장편,20232909,펄프픽션,,장편,,,,1.0000,,,missing_age_rating,,드라마,드라마,스릴러|범죄|코미디|드라마,드라마,,,한국,한국,미국,한국,,,,,,67.0,67.0,154.0,67.0,,2023,,2023,,2023,0,0,0,1,0,0,1,0,0,0
2466,강철중:공공의적1-1,201410,강철중공공의적11,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,강철중:공공의적1-1,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,코미디|범죄|스릴러|액션,액션|스릴러/범죄|코미디,,,,,대한민국,한국,,,,,,,,127.0,127.0,,,,,,,0,0,0,1,0,0,0,0,1,0
2467,화니와알렉산더,201612,화니와알렉산더,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2468,애니(2014),201502,애니(2014),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2014,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2469,"동학,수운최제우",201207,동학수운최제우,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2470,래빗,201906,래빗,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2471,퀸오브하츠,201909,퀸오브하츠,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_LX01_LX0000000423,,퀸오브하츠,퀸 오브 하츠,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마,,,드라마|유럽에서 제작,드라마,드라마,덴마크,,,스웨덴|덴마크,덴마크,청불,,,청불,126.6,,,127.0,126.6,2019,,,,,2019,0,0,1,0,0,0,1,0,1,0
2472,리:본,201809,리본,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,리:본,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,액션|코미디|드라마|판타지,드라마|액션|코미디|SF/판타지,,,,,,,,,,,,,,113.0,113.0,,,,,,,0,0,0,0,0,0,0,0,0,0
2473,어벤져스,201701,어벤져스,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_CA01_DY0000011313|MV_CA01_DY0000011181,,어벤져스,(자막) 어벤져스|(더빙) 어벤져스,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,SF|판타지|액션,,,액션|SF,액션|SF/판타지,SF|액션,미국,,,미국,미국,12세,,,12세,142.9,,,143.0,142.9,2012,,,,,2012,0,1,0,0,1,0,0,0,1,0
2474,드래곤블레이드:천장웅사,201812,드래곤블레이드천장웅사,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_SU01_SU0000000102,,드래곤블레이드:천장웅사,드래곤 블레이드: 천장웅사,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|모험|액션,,,판타지|액션|역사|드라마|SF,드라마|액션|모험/어드벤처,드라마|모험|액션,중국,,,홍콩|China,중국,15세,,,15세,133.8,,,127.0,133.8,2015,,,,,2015,0,0,0,0,0,0,0,0,1,0
2475,터치오브라이트(2012),202007,터치오브라이트(2012),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2012,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2476,미친사랑(2019),201906,미친사랑(2019),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_JA01_JA0000000202,,미친사랑(2019),미친사랑,,,,,,,,,,2019,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,SF|판타지|드라마,,,드라마,드라마|SF/판타지,판타지|드라마,대한민국,,,대한민국,한국,15세,,,15세,105.7,,,106.0,105.7,2019,,,,,2019,0,0,0,1,0,0,1,0,0,0
2478,내가고백을하면,202101,내가고백을하면,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CV01_KE0000012189,,내가고백을하면,내가 고백을 하면,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,로맨스|드라마,,,다큐멘터리,드라마|로맨스,로맨스|드라마,대한민국,,,,한국,15세,,,15세,101.6,,,85.0,101.6,2012,,,,,2012,0,0,0,1,0,0,0,0,0,0
2479,윤희,201401,윤희,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
2480,배트맨:킬링조크[한글자막],201607,배트맨킬링조크한글자막,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,배트맨:킬링조크[한글자막],,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,범죄|스릴러|액션|드라마,드라마|액션|스릴러/범죄,,,,,미국,미국,,,,,,,,177.0,177.0,,,,,,,0,0,0,0,1,0,0,0,1,0
2481,트리비사,201708,트리비사,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
