membership_row_id,w1_4_has_watch_obs,w1_4_no_watch_obs_flag,w1_4_total_watch_time,w1_4_total_sessions,w1_4_unique_contents,w1_4_unique_watch_days,w1_4_avg_watch_time_per_session,w1_4_sessions_per_active_day,w1_4_active_span_days,w1_4_first_watch_rel_day,w1_4_last_watch_rel_day,w1_4_week1_watch_time,w1_4_week2_watch_time,w1_4_week3_watch_time,w1_4_week1_sessions,w1_4_week2_sessions,w1_4_week3_sessions,w1_4_week1_ratio,w1_4_week2_ratio,w1_4_week3_ratio,w1_4_w2_minus_w1_watch_time,w1_4_w3_minus_w1_watch_time,w1_4_max_daily_watch_time,w1_4_max_day_share,w1_4_one_minute_watch_count,w1_4_short_watch_count_le5,w1_4_short_watch_time_le5,w1_4_week4_watch_time,w1_4_week4_sessions,w1_4_week4_ratio,w1_4_w4_minus_w1_watch_time,w1_4_w4_minus_w3_watch_time
3768,1,0,120.0,4,2,2,30.0,2.0,2,20,21,0.0,0.0,2.0,0,0,1,0.0,0.0,0.016667,0.0,2.0,118.0,0.983333,1,3,5.0,118.0,3,0.983333,118.0,116.0
3769,1,0,8.0,6,6,2,1.333333,3.0,7,7,13,0.0,8.0,0.0,0,6,0,0.0,1.0,0.0,8.0,0.0,7.0,0.875,5,6,8.0,0.0,0,0.0,0.0,0.0
3770,1,0,534.0,17,1,9,31.411765,1.888889,15,7,21,0.0,413.0,116.0,0,11,5,0.0,0.773408,0.217228,413.0,116.0,181.0,0.338951,0,3,10.0,5.0,1,0.009363,5.0,-111.0
3771,1,0,243.0,5,4,4,48.6,1.25,12,8,19,0.0,83.0,160.0,0,1,4,0.0,0.341564,0.658436,83.0,160.0,84.0,0.345679,2,2,2.0,0.0,0,0.0,0.0,-160.0
3772,1,0,106.0,4,3,2,26.5,2.0,5,14,18,0.0,0.0,106.0,0,0,4,0.0,0.0,1.0,0.0,106.0,105.0,0.990566,1,2,3.0,0.0,0,0.0,0.0,-106.0
3773,1,0,412.0,10,1,1,41.2,10.0,1,24,24,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,412.0,1.0,2,2,2.0,412.0,10,1.0,412.0,412.0
3774,1,0,730.0,14,7,9,52.142857,1.555556,17,1,17,143.0,584.0,3.0,3,9,2,0.19589,0.8,0.00411,441.0,-140.0,144.0,0.19726,5,7,9.0,0.0,0,0.0,-143.0,-3.0
3775,1,0,347.0,10,9,4,34.7,2.5,19,3,21,2.0,0.0,145.0,1,0,8,0.005764,0.0,0.417867,-2.0,143.0,200.0,0.576369,3,5,9.0,200.0,1,0.576369,198.0,55.0
3776,1,0,73.0,3,1,2,24.333333,1.5,3,19,21,0.0,0.0,27.0,0,0,2,0.0,0.0,0.369863,0.0,27.0,46.0,0.630137,1,1,1.0,46.0,1,0.630137,46.0,19.0
3777,1,0,1599.0,18,13,5,88.833333,3.6,28,0,27,224.0,189.0,429.0,2,4,4,0.140088,0.118199,0.268293,-35.0,205.0,757.0,0.473421,0,0,0.0,757.0,8,0.473421,533.0,328.0
3778,1,0,723.0,8,7,7,90.375,1.142857,20,0,19,259.0,102.0,362.0,2,1,5,0.35823,0.141079,0.500692,-157.0,103.0,145.0,0.200553,0,0,0.0,0.0,0,0.0,-259.0,-362.0
3779,1,0,325.0,5,5,4,65.0,1.25,9,2,10,155.0,170.0,0.0,3,2,0,0.476923,0.523077,0.0,15.0,-155.0,129.0,0.396923,0,0,0.0,0.0,0,0.0,-155.0,0.0
3780,1,0,232.0,5,5,4,46.4,1.25,8,5,12,56.0,176.0,0.0,1,4,0,0.241379,0.758621,0.0,120.0,-56.0,80.0,0.344828,0,0,0.0,0.0,0,0.0,-56.0,0.0
3781,1,0,276.0,3,3,3,92.0,1.0,3,15,17,0.0,0.0,276.0,0,0,3,0.0,0.0,1.0,0.0,276.0,99.0,0.358696,0,0,0.0,0.0,0,0.0,0.0,-276.0
3782,1,0,161.0,5,4,4,32.2,1.25,15,5,19,76.0,81.0,4.0,1,2,2,0.47205,0.503106,0.024845,5.0,-72.0,81.0,0.503106,2,3,5.0,0.0,0,0.0,-76.0,-4.0
3783,1,0,424.0,3,1,3,141.333333,1.0,13,2,14,224.0,0.0,200.0,2,0,1,0.528302,0.0,0.471698,-224.0,-24.0,200.0,0.471698,0,0,0.0,0.0,0,0.0,-224.0,-200.0
3784,1,0,196.0,6,3,3,32.666667,2.0,21,1,21,1.0,0.0,103.0,1,0,4,0.005102,0.0,0.52551,-1.0,102.0,103.0,0.52551,3,4,5.0,92.0,1,0.469388,91.0,-11.0
3785,1,0,754.0,8,8,7,94.25,1.142857,17,5,21,186.0,444.0,0.0,2,5,0,0.246684,0.588859,0.0,258.0,-186.0,133.0,0.176393,0,1,3.0,124.0,1,0.164456,-62.0,124.0
3786,1,0,259.0,15,6,6,17.266667,2.5,15,0,14,233.0,8.0,18.0,6,3,6,0.899614,0.030888,0.069498,-225.0,-215.0,128.0,0.494208,7,12,20.0,0.0,0,0.0,-233.0,-18.0
3787,1,0,13.0,4,4,4,3.25,1.0,22,0,21,11.0,0.0,1.0,2,0,1,0.846154,0.0,0.076923,-11.0,-10.0,10.0,0.769231,3,3,3.0,1.0,1,0.076923,-10.0,0.0
3788,1,0,128.0,10,8,6,12.8,1.666667,18,8,25,0.0,119.0,1.0,0,5,1,0.0,0.929688,0.007812,119.0,1.0,116.0,0.90625,6,8,12.0,8.0,4,0.0625,8.0,7.0
3789,1,0,1.0,1,1,1,1.0,1.0,1,15,15,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0.0,-1.0
3790,1,0,278.0,5,5,4,55.6,1.25,15,4,18,222.0,15.0,41.0,3,1,1,0.798561,0.053957,0.147482,-207.0,-181.0,200.0,0.719424,0,1,3.0,0.0,0,0.0,-222.0,-41.0
3791,1,0,1.0,1,1,1,1.0,1.0,1,23,23,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1.0,1.0,1,1.0,1.0,1.0
3792,1,0,105.0,6,4,3,17.5,2.0,21,0,20,1.0,0.0,104.0,1,0,5,0.009524,0.0,0.990476,-1.0,103.0,101.0,0.961905,2,4,9.0,0.0,0,0.0,-1.0,-104.0
3793,1,0,188.0,6,3,3,31.333333,2.0,13,4,16,57.0,0.0,131.0,3,0,3,0.303191,0.0,0.696809,-57.0,74.0,91.0,0.484043,2,2,2.0,0.0,0,0.0,-57.0,-131.0
3794,1,0,214.0,11,8,3,19.454545,3.666667,15,3,17,89.0,0.0,125.0,7,0,4,0.415888,0.0,0.584112,-89.0,36.0,117.0,0.546729,2,7,12.0,0.0,0,0.0,-89.0,-125.0
3795,1,0,112.0,1,1,1,112.0,1.0,1,3,3,112.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-112.0,-112.0,112.0,1.0,0,0,0.0,0.0,0,0.0,-112.0,0.0
3796,1,0,904.0,30,17,12,30.133333,2.5,19,2,20,573.0,110.0,221.0,16,7,7,0.63385,0.121681,0.244469,-463.0,-352.0,328.0,0.362832,10,11,15.0,0.0,0,0.0,-573.0,-221.0
3797,1,0,112.0,5,3,2,22.4,2.5,2,18,19,0.0,0.0,112.0,0,0,5,0.0,0.0,1.0,0.0,112.0,110.0,0.982143,3,4,6.0,0.0,0,0.0,0.0,-112.0
3798,1,0,1662.0,17,11,5,97.764706,3.4,14,4,17,780.0,745.0,137.0,7,9,1,0.469314,0.448255,0.082431,-35.0,-643.0,603.0,0.362816,3,3,3.0,0.0,0,0.0,-780.0,-137.0
3799,1,0,191.0,5,5,3,38.2,1.666667,21,0,20,64.0,0.0,127.0,4,0,1,0.335079,0.0,0.664921,-64.0,63.0,127.0,0.664921,2,2,2.0,0.0,0,0.0,-64.0,-127.0
3800,1,0,120.0,9,9,5,13.333333,1.8,17,1,17,12.0,89.0,19.0,1,6,2,0.1,0.741667,0.158333,77.0,7.0,51.0,0.425,0,1,5.0,0.0,0,0.0,-12.0,-19.0
3801,1,0,2.0,1,1,1,2.0,1.0,1,4,4,2.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,-2.0,0.0
3802,1,0,40.0,1,1,1,40.0,1.0,1,13,13,0.0,40.0,0.0,0,1,0,0.0,1.0,0.0,40.0,0.0,40.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3803,1,0,1290.0,20,5,5,64.5,4.0,6,20,25,0.0,0.0,148.0,0,0,2,0.0,0.0,0.114729,0.0,148.0,412.0,0.31938,0,3,6.0,1142.0,18,0.885271,1142.0,994.0
3804,1,0,348.0,6,5,6,58.0,1.0,16,2,17,112.0,212.0,24.0,3,2,1,0.321839,0.609195,0.068966,100.0,-88.0,117.0,0.336207,0,0,0.0,0.0,0,0.0,-112.0,-24.0
3805,1,0,872.0,13,10,9,67.076923,1.444444,22,0,21,267.0,227.0,266.0,4,4,4,0.306193,0.260321,0.305046,-40.0,-1.0,247.0,0.283257,0,0,0.0,112.0,1,0.12844,-155.0,-154.0
3806,1,0,399.0,17,11,10,23.470588,1.7,20,6,25,12.0,84.0,5.0,1,4,5,0.030075,0.210526,0.012531,72.0,-7.0,105.0,0.263158,8,11,21.0,298.0,7,0.746867,286.0,293.0
3807,1,0,823.0,23,16,12,35.782609,1.916667,21,0,20,281.0,253.0,289.0,6,6,11,0.341434,0.307412,0.351154,-28.0,8.0,143.0,0.173755,5,7,10.0,0.0,0,0.0,-281.0,-289.0
3808,1,0,1.0,1,1,1,1.0,1.0,1,16,16,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0.0,-1.0
3809,1,0,336.0,11,6,8,30.545455,1.375,22,0,21,111.0,113.0,69.0,4,3,2,0.330357,0.33631,0.205357,2.0,-42.0,68.0,0.202381,2,2,2.0,43.0,2,0.127976,-68.0,-26.0
3810,1,0,116.0,2,2,2,58.0,1.0,5,14,18,0.0,0.0,116.0,0,0,2,0.0,0.0,1.0,0.0,116.0,81.0,0.698276,0,0,0.0,0.0,0,0.0,0.0,-116.0
3811,1,0,700.0,11,11,5,63.636364,2.2,17,3,19,196.0,475.0,29.0,3,7,1,0.28,0.678571,0.041429,279.0,-167.0,370.0,0.528571,0,0,0.0,0.0,0,0.0,-196.0,-29.0
3812,1,0,143.0,3,3,2,47.666667,1.5,4,11,14,0.0,133.0,10.0,0,2,1,0.0,0.93007,0.06993,133.0,10.0,133.0,0.93007,0,0,0.0,0.0,0,0.0,0.0,-10.0
3813,1,0,396.0,10,2,4,39.6,2.5,8,8,15,0.0,310.0,86.0,0,9,1,0.0,0.782828,0.217172,310.0,86.0,175.0,0.441919,5,5,5.0,0.0,0,0.0,0.0,-86.0
3814,1,0,572.0,7,7,4,81.714286,1.75,9,4,12,396.0,176.0,0.0,4,3,0,0.692308,0.307692,0.0,-220.0,-396.0,297.0,0.519231,1,2,4.0,0.0,0,0.0,-396.0,0.0
3815,1,0,1139.0,15,10,9,75.933333,1.666667,15,0,14,704.0,302.0,133.0,9,4,2,0.618086,0.265145,0.116769,-402.0,-571.0,268.0,0.235294,2,2,2.0,0.0,0,0.0,-704.0,-133.0
3816,1,0,14.0,1,1,1,14.0,1.0,1,11,11,0.0,14.0,0.0,0,1,0,0.0,1.0,0.0,14.0,0.0,14.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3817,1,0,98.0,2,1,1,49.0,2.0,1,17,17,0.0,0.0,98.0,0,0,2,0.0,0.0,1.0,0.0,98.0,98.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-98.0
3818,1,0,22.0,4,4,3,5.5,1.333333,5,14,18,0.0,0.0,22.0,0,0,4,0.0,0.0,1.0,0.0,22.0,17.0,0.772727,2,3,5.0,0.0,0,0.0,0.0,-22.0
3819,1,0,36.0,3,3,1,12.0,3.0,1,5,5,36.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-36.0,-36.0,36.0,1.0,1,1,1.0,0.0,0,0.0,-36.0,0.0
3820,1,0,820.0,9,8,7,91.111111,1.285714,17,4,20,310.0,357.0,153.0,4,3,2,0.378049,0.435366,0.186585,47.0,-157.0,173.0,0.210976,1,1,1.0,0.0,0,0.0,-310.0,-153.0
3821,1,0,6.0,2,2,1,3.0,2.0,1,23,23,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0,2,6.0,6.0,2,1.0,6.0,6.0
3822,1,0,367.0,6,5,5,61.166667,1.2,19,4,22,96.0,162.0,0.0,2,3,0,0.26158,0.441417,0.0,66.0,-96.0,123.0,0.33515,1,1,1.0,109.0,1,0.297003,13.0,109.0
3823,1,0,281.0,2,1,2,140.5,1.0,2,8,9,0.0,281.0,0.0,0,2,0,0.0,1.0,0.0,281.0,0.0,200.0,0.711744,0,0,0.0,0.0,0,0.0,0.0,0.0
3824,1,0,311.0,3,3,2,103.666667,1.5,21,0,20,111.0,0.0,200.0,2,0,1,0.356913,0.0,0.643087,-111.0,89.0,200.0,0.643087,1,1,1.0,0.0,0,0.0,-111.0,-200.0
3825,1,0,735.0,10,4,7,73.5,1.428571,14,3,16,294.0,208.0,233.0,4,2,4,0.4,0.282993,0.317007,-86.0,-61.0,226.0,0.307483,1,2,4.0,0.0,0,0.0,-294.0,-233.0
3826,1,0,1081.0,21,18,7,51.47619,3.0,17,4,20,253.0,413.0,415.0,5,10,6,0.234043,0.382054,0.383904,160.0,162.0,301.0,0.278446,3,7,14.0,0.0,0,0.0,-253.0,-415.0
3827,1,0,788.0,11,11,5,71.636364,2.2,10,5,14,297.0,342.0,149.0,5,3,3,0.376904,0.43401,0.189086,45.0,-148.0,232.0,0.294416,2,2,2.0,0.0,0,0.0,-297.0,-149.0
3828,1,0,109.0,1,1,1,109.0,1.0,1,12,12,0.0,109.0,0.0,0,1,0,0.0,1.0,0.0,109.0,0.0,109.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3829,1,0,115.0,1,1,1,115.0,1.0,1,15,15,0.0,0.0,115.0,0,0,1,0.0,0.0,1.0,0.0,115.0,115.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-115.0
3830,1,0,1.0,1,1,1,1.0,1.0,1,1,1,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,-1.0,0.0
3831,1,0,630.0,18,16,5,35.0,3.6,8,8,15,0.0,628.0,2.0,0,16,2,0.0,0.996825,0.003175,628.0,2.0,304.0,0.48254,9,10,11.0,0.0,0,0.0,0.0,-2.0
3832,1,0,10.0,1,1,1,10.0,1.0,1,12,12,0.0,10.0,0.0,0,1,0,0.0,1.0,0.0,10.0,0.0,10.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3833,1,0,134.0,2,2,2,67.0,1.0,2,0,1,134.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-134.0,-134.0,94.0,0.701493,0,0,0.0,0.0,0,0.0,-134.0,0.0
3834,1,0,759.0,10,9,9,75.9,1.111111,21,1,21,235.0,421.0,0.0,4,5,0,0.309618,0.554677,0.0,186.0,-235.0,127.0,0.167325,0,0,0.0,103.0,1,0.135705,-132.0,103.0
3835,1,0,478.0,5,5,4,95.6,1.25,4,0,3,478.0,0.0,0.0,5,0,0,1.0,0.0,0.0,-478.0,-478.0,240.0,0.502092,0,0,0.0,0.0,0,0.0,-478.0,0.0
3836,1,0,92.0,2,2,2,46.0,1.0,5,4,8,7.0,85.0,0.0,1,1,0,0.076087,0.923913,0.0,78.0,-7.0,85.0,0.923913,0,0,0.0,0.0,0,0.0,-7.0,0.0
3837,1,0,186.0,3,3,3,62.0,1.0,22,0,21,163.0,0.0,0.0,2,0,0,0.876344,0.0,0.0,-163.0,-163.0,105.0,0.564516,0,0,0.0,23.0,1,0.123656,-140.0,23.0
3838,1,0,21.0,1,1,1,21.0,1.0,1,4,4,21.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-21.0,-21.0,21.0,1.0,0,0,0.0,0.0,0,0.0,-21.0,0.0
3839,1,0,1.0,1,1,1,1.0,1.0,1,15,15,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0.0,-1.0
3840,1,0,370.0,12,4,6,30.833333,2.0,22,6,27,1.0,0.0,78.0,1,0,2,0.002703,0.0,0.210811,-1.0,77.0,84.0,0.227027,1,3,7.0,291.0,9,0.786486,290.0,213.0
3841,1,0,77.0,2,2,1,38.5,2.0,1,1,1,77.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-77.0,-77.0,77.0,1.0,1,1,1.0,0.0,0,0.0,-77.0,0.0
3842,1,0,614.0,9,4,4,68.222222,2.25,23,5,27,101.0,0.0,58.0,2,0,1,0.164495,0.0,0.094463,-101.0,-43.0,262.0,0.42671,1,2,3.0,455.0,6,0.741042,354.0,397.0
3843,1,0,63.0,7,7,2,9.0,3.5,16,0,15,25.0,0.0,38.0,3,0,4,0.396825,0.0,0.603175,-25.0,13.0,38.0,0.603175,0,1,5.0,0.0,0,0.0,-25.0,-38.0
3844,1,0,81.0,6,5,5,13.5,1.2,13,1,13,30.0,51.0,0.0,3,3,0,0.37037,0.62963,0.0,21.0,-30.0,26.0,0.320988,0,0,0.0,0.0,0,0.0,-30.0,0.0
3845,1,0,1043.0,16,11,9,65.1875,1.777778,15,4,18,450.0,184.0,409.0,8,2,6,0.431448,0.176414,0.392138,-266.0,-41.0,255.0,0.244487,1,1,1.0,0.0,0,0.0,-450.0,-409.0
3846,1,0,243.0,5,4,4,48.6,1.25,20,1,20,186.0,0.0,57.0,4,0,1,0.765432,0.0,0.234568,-186.0,-129.0,96.0,0.395062,0,0,0.0,0.0,0,0.0,-186.0,-57.0
3847,1,0,615.0,12,12,8,51.25,1.5,17,0,16,146.0,383.0,86.0,4,6,2,0.237398,0.622764,0.139837,237.0,-60.0,175.0,0.284553,3,4,7.0,0.0,0,0.0,-146.0,-86.0
3848,1,0,252.0,3,2,2,84.0,1.5,9,6,14,73.0,0.0,179.0,1,0,2,0.289683,0.0,0.710317,-73.0,106.0,179.0,0.710317,0,0,0.0,0.0,0,0.0,-73.0,-179.0
3849,1,0,270.0,9,6,7,30.0,1.285714,19,1,19,104.0,164.0,2.0,3,4,2,0.385185,0.607407,0.007407,60.0,-102.0,160.0,0.592593,4,5,7.0,0.0,0,0.0,-104.0,-2.0
3850,1,0,439.0,10,8,5,43.9,2.0,17,0,16,205.0,14.0,220.0,3,2,5,0.46697,0.031891,0.501139,-191.0,15.0,219.0,0.498861,5,5,5.0,0.0,0,0.0,-205.0,-220.0
3851,1,0,27.0,1,1,1,27.0,1.0,1,13,13,0.0,27.0,0.0,0,1,0,0.0,1.0,0.0,27.0,0.0,27.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3852,1,0,409.0,5,5,4,81.8,1.25,14,4,17,191.0,107.0,111.0,2,1,2,0.466993,0.261614,0.271394,-84.0,-80.0,147.0,0.359413,0,0,0.0,0.0,0,0.0,-191.0,-111.0
3853,1,0,460.0,8,6,5,57.5,1.6,16,6,21,104.0,145.0,107.0,1,4,2,0.226087,0.315217,0.232609,41.0,3.0,107.0,0.232609,1,1,1.0,104.0,1,0.226087,0.0,-3.0
3854,1,0,253.0,7,6,5,36.142857,1.4,18,4,21,24.0,3.0,109.0,1,2,2,0.094862,0.011858,0.43083,-21.0,85.0,117.0,0.462451,1,3,6.0,117.0,2,0.462451,93.0,8.0
3855,1,0,78.0,6,2,3,13.0,2.0,5,2,6,78.0,0.0,0.0,6,0,0,1.0,0.0,0.0,-78.0,-78.0,48.0,0.615385,0,1,4.0,0.0,0,0.0,-78.0,0.0
3856,1,0,346.0,8,7,7,43.25,1.142857,21,1,21,117.0,139.0,89.0,2,4,1,0.33815,0.401734,0.257225,22.0,-28.0,116.0,0.33526,4,4,4.0,1.0,1,0.00289,-116.0,-88.0
3857,1,0,458.0,5,4,3,91.6,1.666667,16,3,18,170.0,129.0,159.0,1,1,3,0.371179,0.281659,0.347162,-41.0,-11.0,170.0,0.371179,1,1,1.0,0.0,0,0.0,-170.0,-159.0
3858,1,0,530.0,12,8,7,44.166667,1.714286,19,0,18,406.0,121.0,3.0,7,2,3,0.766038,0.228302,0.00566,-285.0,-403.0,217.0,0.409434,4,5,6.0,0.0,0,0.0,-406.0,-3.0
3859,1,0,34.0,1,1,1,34.0,1.0,1,14,14,0.0,0.0,34.0,0,0,1,0.0,0.0,1.0,0.0,34.0,34.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-34.0
3860,1,0,1.0,1,1,1,1.0,1.0,1,15,15,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0.0,-1.0
3861,1,0,126.0,2,2,2,63.0,1.0,9,5,13,27.0,99.0,0.0,1,1,0,0.214286,0.785714,0.0,72.0,-27.0,99.0,0.785714,0,0,0.0,0.0,0,0.0,-27.0,0.0
3862,1,0,433.0,10,3,4,43.3,2.5,6,12,17,0.0,230.0,203.0,0,8,2,0.0,0.531178,0.468822,230.0,203.0,136.0,0.314088,3,6,10.0,0.0,0,0.0,0.0,-203.0
3863,1,0,434.0,18,2,5,24.111111,3.6,5,22,26,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,200.0,0.460829,6,8,10.0,434.0,18,1.0,434.0,434.0
3864,1,0,418.0,10,3,7,41.8,1.428571,22,0,21,120.0,84.0,155.0,2,2,4,0.287081,0.200957,0.370813,-36.0,35.0,103.0,0.246411,0,0,0.0,59.0,2,0.141148,-61.0,-96.0
3865,1,0,252.0,13,11,4,19.384615,3.25,15,9,23,0.0,177.0,0.0,0,8,0,0.0,0.702381,0.0,177.0,0.0,143.0,0.56746,0,2,6.0,75.0,5,0.297619,75.0,75.0
3866,1,0,60.0,1,1,1,60.0,1.0,1,19,19,0.0,0.0,60.0,0,0,1,0.0,0.0,1.0,0.0,60.0,60.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-60.0
3867,1,0,349.0,6,5,4,58.166667,1.5,17,1,17,92.0,122.0,135.0,1,3,2,0.26361,0.34957,0.386819,30.0,43.0,135.0,0.386819,0,2,5.0,0.0,0,0.0,-92.0,-135.0
3868,1,0,184.0,2,1,1,92.0,2.0,1,12,12,0.0,184.0,0.0,0,2,0,0.0,1.0,0.0,184.0,0.0,184.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
3869,1,0,4.0,4,4,2,1.0,2.0,7,1,7,1.0,3.0,0.0,1,3,0,0.25,0.75,0.0,2.0,-1.0,3.0,0.75,4,4,4.0,0.0,0,0.0,-1.0,0.0
3870,1,0,203.0,5,4,4,40.6,1.25,16,4,19,201.0,1.0,1.0,3,1,1,0.990148,0.004926,0.004926,-200.0,-200.0,158.0,0.778325,2,2,2.0,0.0,0,0.0,-201.0,-1.0
3871,1,0,265.0,19,17,8,13.947368,2.375,21,0,20,141.0,71.0,53.0,4,10,5,0.532075,0.267925,0.2,-70.0,-88.0,99.0,0.373585,11,12,13.0,0.0,0,0.0,-141.0,-53.0
3872,1,0,364.0,37,30,3,9.837838,12.333333,8,14,21,0.0,0.0,192.0,0,0,31,0.0,0.0,0.527473,0.0,192.0,172.0,0.472527,31,31,31.0,172.0,6,0.472527,172.0,-20.0
3873,1,0,20.0,2,1,2,10.0,1.0,15,1,15,3.0,0.0,17.0,1,0,1,0.15,0.0,0.85,-3.0,14.0,17.0,0.85,0,1,3.0,0.0,0,0.0,-3.0,-17.0
3874,1,0,58.0,5,4,4,11.6,1.25,13,2,14,6.0,45.0,7.0,1,3,1,0.103448,0.775862,0.12069,39.0,1.0,35.0,0.603448,1,1,1.0,0.0,0,0.0,-6.0,-7.0
3875,1,0,1.0,1,1,1,1.0,1.0,1,5,5,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,-1.0,0.0
3876,1,0,150.0,5,3,3,30.0,1.666667,7,0,6,150.0,0.0,0.0,5,0,0,1.0,0.0,0.0,-150.0,-150.0,66.0,0.44,2,2,2.0,0.0,0,0.0,-150.0,0.0
3877,1,0,437.0,11,6,5,39.727273,2.2,7,12,18,0.0,234.0,203.0,0,7,4,0.0,0.535469,0.464531,234.0,203.0,123.0,0.281465,3,3,3.0,0.0,0,0.0,0.0,-203.0
3878,1,0,1309.0,19,16,11,68.894737,1.727273,26,2,27,22.0,198.0,505.0,2,4,6,0.016807,0.151261,0.385791,176.0,483.0,366.0,0.279603,4,4,4.0,584.0,7,0.446142,562.0,79.0
3879,1,0,489.0,9,4,3,54.333333,3.0,10,0,9,377.0,112.0,0.0,7,2,0,0.770961,0.229039,0.0,-265.0,-377.0,252.0,0.515337,2,2,2.0,0.0,0,0.0,-377.0,0.0
3880,1,0,96.0,3,1,2,32.0,1.5,2,14,15,0.0,0.0,96.0,0,0,3,0.0,0.0,1.0,0.0,96.0,56.0,0.583333,1,1,1.0,0.0,0,0.0,0.0,-96.0
3881,1,0,376.0,18,7,6,20.888889,3.0,23,2,24,115.0,112.0,20.0,6,1,2,0.305851,0.297872,0.053191,-3.0,-95.0,128.0,0.340426,9,9,9.0,129.0,9,0.343085,14.0,109.0
3882,1,0,316.0,5,4,5,63.2,1.0,9,7,15,0.0,187.0,129.0,0,3,2,0.0,0.591772,0.408228,187.0,129.0,101.0,0.31962,1,1,1.0,0.0,0,0.0,0.0,-129.0
3883,1,0,22.0,2,2,2,11.0,1.0,7,11,17,0.0,1.0,21.0,0,1,1,0.0,0.045455,0.954545,1.0,21.0,21.0,0.954545,1,1,1.0,0.0,0,0.0,0.0,-21.0
3884,1,0,88.0,2,1,1,44.0,2.0,1,7,7,0.0,88.0,0.0,0,2,0,0.0,1.0,0.0,88.0,0.0,88.0,1.0,0,1,4.0,0.0,0,0.0,0.0,0.0
3885,1,0,100.0,6,3,5,16.666667,1.2,17,1,17,31.0,27.0,42.0,2,1,3,0.31,0.27,0.42,-4.0,11.0,27.0,0.27,0,0,0.0,0.0,0,0.0,-31.0,-42.0
3886,1,0,409.0,5,5,3,81.8,1.666667,22,0,21,166.0,89.0,0.0,2,1,0,0.405868,0.217604,0.0,-77.0,-166.0,166.0,0.405868,0,0,0.0,154.0,2,0.376528,-12.0,154.0
3887,1,0,61.0,11,8,5,5.545455,2.2,12,2,13,18.0,43.0,0.0,5,6,0,0.295082,0.704918,0.0,25.0,-18.0,42.0,0.688525,5,7,12.0,0.0,0,0.0,-18.0,0.0
3888,1,0,1218.0,19,15,5,64.105263,3.8,18,2,19,349.0,746.0,123.0,6,11,2,0.286535,0.612479,0.100985,397.0,-226.0,471.0,0.3867,0,0,0.0,0.0,0,0.0,-349.0,-123.0
3889,1,0,208.0,4,1,1,52.0,4.0,1,27,27,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,208.0,1.0,0,0,0.0,208.0,4,1.0,208.0,208.0
3890,1,0,501.0,17,15,8,29.470588,2.125,17,0,16,8.0,185.0,308.0,6,7,4,0.015968,0.369261,0.61477,177.0,300.0,308.0,0.61477,6,10,15.0,0.0,0,0.0,-8.0,-308.0
3891,1,0,392.0,10,6,4,39.2,2.5,15,3,17,136.0,154.0,102.0,5,3,2,0.346939,0.392857,0.260204,18.0,-34.0,136.0,0.346939,3,5,7.0,0.0,0,0.0,-136.0,-102.0
3892,1,0,1.0,1,1,1,1.0,1.0,1,0,0,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,-1.0,0.0
